	domain	phylum	class	order	family	genus	species
ASV_1076	NA	NA	NA	NA	NA	NA	NA
ASV_1077	NA	NA	NA	NA	NA	NA	NA
ASV_1078	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1079	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1080	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1081	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1082	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1083	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_1084	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_1085	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1086	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1087	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	NA
ASV_1088	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	NA
ASV_1089	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1090	NA	NA	NA	NA	NA	NA	NA
ASV_1091	NA	NA	NA	NA	NA	NA	NA
ASV_1092	NA	NA	NA	NA	NA	NA	NA
ASV_1093	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_1094	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_1095	Bacteria	Desulfobacterota	Desulfuromonadia	Sva1033	NA	NA	NA
ASV_1096	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1097	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1098	Eukaryota	NA	Incertae Sedis_3	NA	NA	Picocystis	NA
ASV_1099	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Spiribacter	NA
ASV_1100	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_1101	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA
ASV_1102	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Indibacter	NA
ASV_1103	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1104	NA	NA	NA	NA	NA	NA	NA
ASV_1105	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1106	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1107	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_1108	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_1109	NA	NA	NA	NA	NA	NA	NA
ASV_1110	NA	NA	NA	NA	NA	NA	NA
ASV_1111	NA	NA	NA	NA	NA	NA	NA
ASV_1112	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	MSBL3	NA
ASV_1113	NA	NA	NA	NA	NA	NA	NA
ASV_1114	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	NA	NA
ASV_1115	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	NA
ASV_1116	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1117	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1118	NA	NA	NA	NA	NA	NA	NA
ASV_1119	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	NA
ASV_1120	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1121	NA	NA	NA	NA	NA	NA	NA
ASV_1122	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1123	NA	NA	NA	NA	NA	NA	NA
ASV_1124	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1125	NA	NA	NA	NA	NA	NA	NA
ASV_1126	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1127	NA	NA	NA	NA	NA	NA	NA
ASV_1128	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1129	NA	NA	NA	NA	NA	NA	NA
ASV_1130	NA	NA	NA	NA	NA	NA	NA
ASV_1131	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_1132	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1133	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1134	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA
ASV_1135	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1136	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_1137	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1138	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_1139	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1140	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	NA
ASV_1141	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1142	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV_1143	NA	NA	NA	NA	NA	NA	NA
ASV_1144	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1145	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1146	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV_1147	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1148	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1149	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1150	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_1151	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1152	NA	NA	NA	NA	NA	NA	NA
ASV_1153	NA	NA	NA	NA	NA	NA	NA
ASV_1154	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Spiribacter	NA
ASV_1155	NA	NA	NA	NA	NA	NA	NA
ASV_1156	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1157	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1158	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1159	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Blvii28 wastewater-sludge group	NA
ASV_1160	NA	NA	NA	NA	NA	NA	NA
ASV_1161	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	Tindallia	NA
ASV_1162	NA	NA	NA	NA	NA	NA	NA
ASV_1163	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1164	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_1165	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1166	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	NA
ASV_1167	NA	NA	NA	NA	NA	NA	NA
ASV_1168	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA	NA
ASV_1169	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Oscillochloris	NA
ASV_1170	NA	NA	NA	NA	NA	NA	NA
ASV_1171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1172	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1173	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1174	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_1175	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	NA	NA
ASV_1176	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1177	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1178	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1179	NA	NA	NA	NA	NA	NA	NA
ASV_1180	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1181	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1182	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1183	NA	NA	NA	NA	NA	NA	NA
ASV_1184	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1185	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_1186	NA	NA	NA	NA	NA	NA	NA
ASV_1187	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1188	NA	NA	NA	NA	NA	NA	NA
ASV_1189	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA
ASV_1190	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_1191	NA	NA	NA	NA	NA	NA	NA
ASV_1192	NA	NA	NA	NA	NA	NA	NA
ASV_1193	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1194	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1195	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_1196	Bacteria	Bacteroidota	Bacteroidia	ML602M-17	NA	NA	NA
ASV_1197	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1198	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Salinarimonas	NA
ASV_1199	NA	NA	NA	NA	NA	NA	NA
ASV_1200	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_1201	NA	NA	NA	NA	NA	NA	NA
ASV_1202	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Halonatronum	NA
ASV_1203	NA	NA	NA	NA	NA	NA	NA
ASV_1204	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1205	Bacteria	Firmicutes	Limnochordia	NA	NA	NA	NA
ASV_1206	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1207	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
ASV_1208	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1209	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	NA	NA
ASV_1210	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_1211	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_1212	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1213	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1214	NA	NA	NA	NA	NA	NA	NA
ASV_1215	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1216	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_1217	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	NA
ASV_1218	NA	NA	NA	NA	NA	NA	NA
ASV_1219	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA
ASV_1220	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1221	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_1222	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1223	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_1224	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1225	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1226	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	NA	NA
ASV_1227	NA	NA	NA	NA	NA	NA	NA
ASV_1228	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium	NA
ASV_1229	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_1230	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_1231	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_1232	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1233	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_1234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1235	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1236	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1237	NA	NA	NA	NA	NA	NA	NA
ASV_1238	NA	NA	NA	NA	NA	NA	NA
ASV_1239	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1240	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	NA	NA
ASV_1241	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	NA
ASV_1242	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1243	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV_1244	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1246	NA	NA	NA	NA	NA	NA	NA
ASV_1247	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1248	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_1249	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1250	NA	NA	NA	NA	NA	NA	NA
ASV_1251	NA	NA	NA	NA	NA	NA	NA
ASV_1252	NA	NA	NA	NA	NA	NA	NA
ASV_1253	NA	NA	NA	NA	NA	NA	NA
ASV_1254	NA	NA	NA	NA	NA	NA	NA
ASV_1255	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1256	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1257	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1258	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1259	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1260	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1261	NA	NA	NA	NA	NA	NA	NA
ASV_1262	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA	NA
ASV_1263	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1264	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	NA
ASV_1265	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1266	NA	NA	NA	NA	NA	NA	NA
ASV_1267	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1268	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_1269	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1270	Bacteria	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Sulfurihydrogenibium	NA
ASV_1271	Bacteria	Myxococcota	Polyangia	NA	NA	NA	NA
ASV_1272	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1273	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_1274	Bacteria	Cyanobacteria	Cyanobacteriia	Eurycoccales	Leptococcaceae	Leptococcus JA-3-3Ab	NA
ASV_1275	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_1276	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1277	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1278	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_1279	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1280	NA	NA	NA	NA	NA	NA	NA
ASV_1281	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA
ASV_1282	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1283	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	NA
ASV_1284	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_1285	NA	NA	NA	NA	NA	NA	NA
ASV_1286	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1287	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_1288	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_1289	NA	NA	NA	NA	NA	NA	NA
ASV_1290	NA	NA	NA	NA	NA	NA	NA
ASV_1291	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	NA
ASV_1292	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA
ASV_1293	NA	NA	NA	NA	NA	NA	NA
ASV_1294	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1295	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_1296	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Spiribacter	NA
ASV_1297	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_1298	NA	NA	NA	NA	NA	NA	NA
ASV_1299	NA	NA	NA	NA	NA	NA	NA
ASV_1300	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1301	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	NA	NA
ASV_1302	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_1303	NA	NA	NA	NA	NA	NA	NA
ASV_1304	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_1305	NA	NA	NA	NA	NA	NA	NA
ASV_1306	NA	NA	NA	NA	NA	NA	NA
ASV_1307	NA	NA	NA	NA	NA	NA	NA
ASV_1308	NA	NA	NA	NA	NA	NA	NA
ASV_1309	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Marine Methylotrophic Group 2	NA
ASV_1310	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1311	NA	NA	NA	NA	NA	NA	NA
ASV_1312	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_1313	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1314	NA	NA	NA	NA	NA	NA	NA
ASV_1315	NA	NA	NA	NA	NA	NA	NA
ASV_1316	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1317	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1318	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1319	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_1320	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA
ASV_1321	NA	NA	NA	NA	NA	NA	NA
ASV_1322	NA	NA	NA	NA	NA	NA	NA
ASV_1323	NA	NA	NA	NA	NA	NA	NA
ASV_1324	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1325	NA	NA	NA	NA	NA	NA	NA
ASV_1326	NA	NA	NA	NA	NA	NA	NA
ASV_1327	NA	NA	NA	NA	NA	NA	NA
ASV_1328	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1329	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1330	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_1331	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	NA
ASV_1332	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1333	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1334	Bacteria	Bacteroidota	Bacteroidia	ML602M-17	NA	NA	NA
ASV_1335	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1336	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1337	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1338	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Blvii28 wastewater-sludge group	NA
ASV_1339	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	Pseudobacteriovorax	NA
ASV_1340	NA	NA	NA	NA	NA	NA	NA
ASV_1341	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1342	NA	NA	NA	NA	NA	NA	NA
ASV_1343	NA	NA	NA	NA	NA	NA	NA
ASV_1344	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_1345	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_1346	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_1347	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	NA	NA	NA
ASV_1348	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1349	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1350	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	NA
ASV_1351	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	NA
ASV_1352	NA	NA	NA	NA	NA	NA	NA
ASV_1353	NA	NA	NA	NA	NA	NA	NA
ASV_1354	NA	NA	NA	NA	NA	NA	NA
ASV_1355	NA	NA	NA	NA	NA	NA	NA
ASV_1356	NA	NA	NA	NA	NA	NA	NA
ASV_1357	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1358	NA	NA	NA	NA	NA	NA	NA
ASV_1359	NA	NA	NA	NA	NA	NA	NA
ASV_1360	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1361	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1362	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_1363	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1364	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1365	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1366	NA	NA	NA	NA	NA	NA	NA
ASV_1367	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_1368	NA	NA	NA	NA	NA	NA	NA
ASV_1369	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1370	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1371	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1372	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1373	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1374	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_1375	NA	NA	NA	NA	NA	NA	NA
ASV_1376	NA	NA	NA	NA	NA	NA	NA
ASV_1377	NA	NA	NA	NA	NA	NA	NA
ASV_1378	NA	NA	NA	NA	NA	NA	NA
ASV_1379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1380	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_1381	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_1382	NA	NA	NA	NA	NA	NA	NA
ASV_1383	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_1384	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_1385	NA	NA	NA	NA	NA	NA	NA
ASV_1386	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	NA
ASV_1387	NA	NA	NA	NA	NA	NA	NA
ASV_1388	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1389	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1390	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1391	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	NA
ASV_1392	NA	NA	NA	NA	NA	NA	NA
ASV_1393	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1394	NA	NA	NA	NA	NA	NA	NA
ASV_1395	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1396	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_1397	NA	NA	NA	NA	NA	NA	NA
ASV_1398	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_1399	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1400	NA	NA	NA	NA	NA	NA	NA
ASV_1401	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1402	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1403	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV_1404	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_1405	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
